Datum;kWh;kW;Status
19.10.2023 14:00;0,003000;0.012000;VALID
19.10.2023 14:15;0,003000;0.012000;VALID
19.10.2023 14:30;0,003000;0.012000;VALID
19.10.2023 14:45;0,002000;0.008000;VALID
19.10.2023 15:00;0,002000;0.008000;VALID
19.10.2023 15:15;0,001000;0.004000;VALID
19.10.2023 15:30;0,010000;0.040000;VALID
19.10.2023 15:45;0,002000;0.008000;VALID
19.10.2023 16:00;0,000000;0.000000;VALID
19.10.2023 16:15;0,011000;0.044000;VALID
19.10.2023 16:30;0,019000;0.076000;VALID
19.10.2023 16:45;0,026000;0.104000;VALID
19.10.2023 17:00;0,030000;0.120000;VALID
19.10.2023 17:15;0,004000;0.016000;VALID
19.10.2023 17:30;0,001000;0.004000;VALID
19.10.2023 17:45;0,002000;0.008000;VALID
19.10.2023 18:00;0,011000;0.044000;VALID
19.10.2023 18:15;0,003000;0.012000;VALID
19.10.2023 18:30;0,001000;0.004000;VALID
19.10.2023 18:45;0,002000;0.008000;VALID
19.10.2023 19:00;0,014000;0.056000;VALID
19.10.2023 19:15;0,001000;0.004000;VALID
19.10.2023 19:30;0,003000;0.012000;VALID
19.10.2023 19:45;0,002000;0.008000;VALID
19.10.2023 20:00;0,012000;0.048000;VALID
19.10.2023 20:15;0,001000;0.004000;VALID
19.10.2023 20:30;0,002000;0.008000;VALID
19.10.2023 20:45;0,001000;0.004000;VALID
19.10.2023 21:00;0,001000;0.004000;VALID
19.10.2023 21:15;0,001000;0.004000;VALID
19.10.2023 21:30;0,001000;0.004000;VALID
19.10.2023 21:45;0,001000;0.004000;VALID
19.10.2023 22:00;0,001000;0.004000;VALID
19.10.2023 22:15;0,003000;0.012000;VALID
19.10.2023 22:30;0,001000;0.004000;VALID
19.10.2023 22:45;0,002000;0.008000;VALID
19.10.2023 23:00;0,001000;0.004000;VALID
19.10.2023 23:15;0,001000;0.004000;VALID
19.10.2023 23:30;0,001000;0.004000;VALID
19.10.2023 23:45;0,000000;0.000000;VALID
20.10.2023 00:00;0,001000;0.004000;VALID
20.10.2023 00:15;0,002000;0.008000;VALID
20.10.2023 00:30;0,001000;0.004000;VALID
20.10.2023 00:45;0,001000;0.004000;VALID
20.10.2023 01:00;0,001000;0.004000;VALID
20.10.2023 01:15;0,001000;0.004000;VALID
20.10.2023 01:30;0,001000;0.004000;VALID
20.10.2023 01:45;0,001000;0.004000;VALID
20.10.2023 02:00;0,001000;0.004000;VALID
20.10.2023 02:15;0,001000;0.004000;VALID
20.10.2023 02:30;0,001000;0.004000;VALID
20.10.2023 02:45;0,001000;0.004000;VALID
20.10.2023 03:00;0,001000;0.004000;VALID
20.10.2023 03:15;0,001000;0.004000;VALID
20.10.2023 03:30;0,002000;0.008000;VALID
20.10.2023 03:45;0,000000;0.000000;VALID
20.10.2023 04:00;0,002000;0.008000;VALID
20.10.2023 04:15;0,001000;0.004000;VALID
20.10.2023 04:30;0,001000;0.004000;VALID
20.10.2023 04:45;0,000000;0.000000;VALID
20.10.2023 05:00;0,002000;0.008000;VALID
20.10.2023 05:15;0,003000;0.012000;VALID
20.10.2023 05:30;0,008000;0.032000;VALID
20.10.2023 05:45;0,020000;0.080000;VALID
20.10.2023 06:00;0,020000;0.080000;VALID
20.10.2023 06:15;0,007000;0.028000;VALID
20.10.2023 06:30;0,013000;0.052000;VALID
20.10.2023 06:45;0,011000;0.044000;VALID
20.10.2023 07:00;0,005000;0.020000;VALID
20.10.2023 07:15;0,007000;0.028000;VALID
20.10.2023 07:30;0,017000;0.068000;VALID
20.10.2023 07:45;0,011000;0.044000;VALID
20.10.2023 08:00;0,007000;0.028000;VALID
20.10.2023 08:15;0,014000;0.056000;VALID
20.10.2023 08:30;0,079000;0.316000;VALID
20.10.2023 08:45;0,082000;0.328000;VALID
20.10.2023 09:00;0,007000;0.028000;VALID
20.10.2023 09:15;0,004000;0.016000;VALID
20.10.2023 09:30;0,002000;0.008000;VALID
20.10.2023 09:45;0,001000;0.004000;VALID
20.10.2023 10:00;0,003000;0.012000;VALID
20.10.2023 10:15;0,005000;0.020000;VALID
20.10.2023 10:30;0,004000;0.016000;VALID
20.10.2023 10:45;0,012000;0.048000;VALID
20.10.2023 11:00;0,001000;0.004000;VALID
20.10.2023 11:15;0,002000;0.008000;VALID
20.10.2023 11:30;0,001000;0.004000;VALID
20.10.2023 11:45;0,001000;0.004000;VALID
20.10.2023 12:00;0,002000;0.008000;VALID
20.10.2023 12:15;0,001000;0.004000;VALID
20.10.2023 12:30;0,001000;0.004000;VALID
20.10.2023 12:45;0,001000;0.004000;VALID
20.10.2023 13:00;0,009000;0.036000;VALID
20.10.2023 13:15;0,040000;0.160000;VALID
20.10.2023 13:30;0,047000;0.188000;VALID
20.10.2023 13:45;0,029000;0.116000;VALID
20.10.2023 14:00;0,001000;0.004000;VALID
20.10.2023 14:15;0,001000;0.004000;VALID
20.10.2023 14:30;0,001000;0.004000;VALID
20.10.2023 14:45;0,001000;0.004000;VALID
20.10.2023 15:00;0,001000;0.004000;VALID
20.10.2023 15:15;0,000000;0.000000;VALID
20.10.2023 15:30;0,000000;0.000000;VALID
20.10.2023 15:45;0,000000;0.000000;VALID
20.10.2023 16:00;0,000000;0.000000;VALID
20.10.2023 16:15;0,000000;0.000000;VALID
20.10.2023 16:30;0,107000;0.428000;VALID
20.10.2023 16:45;0,048000;0.192000;VALID
20.10.2023 17:00;0,004000;0.016000;VALID
20.10.2023 17:15;0,000000;0.000000;VALID
20.10.2023 17:30;0,000000;0.000000;VALID
20.10.2023 17:45;0,001000;0.004000;VALID
20.10.2023 18:00;0,001000;0.004000;VALID
20.10.2023 18:15;0,001000;0.004000;VALID
20.10.2023 18:30;0,002000;0.008000;VALID
20.10.2023 18:45;0,001000;0.004000;VALID
20.10.2023 19:00;0,001000;0.004000;VALID
20.10.2023 19:15;0,004000;0.016000;VALID
20.10.2023 19:30;0,009000;0.036000;VALID
20.10.2023 19:45;0,012000;0.048000;VALID
20.10.2023 20:00;0,009000;0.036000;VALID
20.10.2023 20:15;0,001000;0.004000;VALID
20.10.2023 20:30;0,001000;0.004000;VALID
20.10.2023 20:45;0,001000;0.004000;VALID
20.10.2023 21:00;0,001000;0.004000;VALID
20.10.2023 21:15;0,001000;0.004000;VALID
20.10.2023 21:30;0,001000;0.004000;VALID
20.10.2023 21:45;0,001000;0.004000;VALID
20.10.2023 22:00;0,001000;0.004000;VALID
20.10.2023 22:15;0,004000;0.016000;VALID
20.10.2023 22:30;0,001000;0.004000;VALID
20.10.2023 22:45;0,001000;0.004000;VALID
20.10.2023 23:00;0,002000;0.008000;VALID
20.10.2023 23:15;0,001000;0.004000;VALID
20.10.2023 23:30;0,001000;0.004000;VALID
20.10.2023 23:45;0,001000;0.004000;VALID
21.10.2023 00:00;0,001000;0.004000;VALID
21.10.2023 00:15;0,001000;0.004000;VALID
21.10.2023 00:30;0,001000;0.004000;VALID
21.10.2023 00:45;0,001000;0.004000;VALID
21.10.2023 01:00;0,001000;0.004000;VALID
21.10.2023 01:15;0,002000;0.008000;VALID
21.10.2023 01:30;0,001000;0.004000;VALID
21.10.2023 01:45;0,000000;0.000000;VALID
21.10.2023 02:00;0,001000;0.004000;VALID
21.10.2023 02:15;0,001000;0.004000;VALID
21.10.2023 02:30;0,002000;0.008000;VALID
21.10.2023 02:45;0,001000;0.004000;VALID
21.10.2023 03:00;0,002000;0.008000;VALID
21.10.2023 03:15;0,001000;0.004000;VALID
21.10.2023 03:30;0,001000;0.004000;VALID
21.10.2023 03:45;0,001000;0.004000;VALID
21.10.2023 04:00;0,000000;0.000000;VALID
21.10.2023 04:15;0,001000;0.004000;VALID
21.10.2023 04:30;0,001000;0.004000;VALID
21.10.2023 04:45;0,002000;0.008000;VALID
21.10.2023 05:00;0,001000;0.004000;VALID
21.10.2023 05:15;0,004000;0.016000;VALID
21.10.2023 05:30;0,005000;0.020000;VALID
21.10.2023 05:45;0,012000;0.048000;VALID
21.10.2023 06:00;0,015000;0.060000;VALID
21.10.2023 06:15;0,001000;0.004000;VALID
21.10.2023 06:30;0,006000;0.024000;VALID
21.10.2023 06:45;0,017000;0.068000;VALID
21.10.2023 07:00;0,002000;0.008000;VALID
21.10.2023 07:15;0,001000;0.004000;VALID
21.10.2023 07:30;0,014000;0.056000;VALID
21.10.2023 07:45;0,013000;0.052000;VALID
21.10.2023 08:00;0,001000;0.004000;VALID
21.10.2023 08:15;0,001000;0.004000;VALID
21.10.2023 08:30;0,009000;0.036000;VALID
21.10.2023 08:45;0,006000;0.024000;VALID
21.10.2023 09:00;0,001000;0.004000;VALID
21.10.2023 09:15;0,001000;0.004000;VALID
21.10.2023 09:30;0,008000;0.032000;VALID
21.10.2023 09:45;0,006000;0.024000;VALID
21.10.2023 10:00;0,002000;0.008000;VALID
21.10.2023 10:15;0,001000;0.004000;VALID
21.10.2023 10:30;0,000000;0.000000;VALID
21.10.2023 10:45;0,000000;0.000000;VALID
21.10.2023 11:00;0,000000;0.000000;VALID
21.10.2023 11:15;0,000000;0.000000;VALID
21.10.2023 11:30;0,000000;0.000000;VALID
21.10.2023 11:45;0,002000;0.008000;VALID
21.10.2023 12:00;0,000000;0.000000;VALID
21.10.2023 12:15;0,000000;0.000000;VALID
21.10.2023 12:30;0,000000;0.000000;VALID
21.10.2023 12:45;0,000000;0.000000;VALID
21.10.2023 13:00;0,000000;0.000000;VALID
21.10.2023 13:15;0,000000;0.000000;VALID
21.10.2023 13:30;0,000000;0.000000;VALID
21.10.2023 13:45;0,000000;0.000000;VALID
21.10.2023 14:00;0,000000;0.000000;VALID
21.10.2023 14:15;0,000000;0.000000;VALID
21.10.2023 14:30;0,000000;0.000000;VALID
21.10.2023 14:45;0,002000;0.008000;VALID
21.10.2023 15:00;0,000000;0.000000;VALID
21.10.2023 15:15;0,000000;0.000000;VALID
21.10.2023 15:30;0,000000;0.000000;VALID
21.10.2023 15:45;0,000000;0.000000;VALID
21.10.2023 16:00;0,001000;0.004000;VALID
21.10.2023 16:15;0,000000;0.000000;VALID
21.10.2023 16:30;0,000000;0.000000;VALID
21.10.2023 16:45;0,000000;0.000000;VALID
21.10.2023 17:00;0,000000;0.000000;VALID
21.10.2023 17:15;0,000000;0.000000;VALID
21.10.2023 17:30;0,001000;0.004000;VALID
21.10.2023 17:45;0,001000;0.004000;VALID
21.10.2023 18:00;0,002000;0.008000;VALID
21.10.2023 18:15;0,000000;0.000000;VALID
21.10.2023 18:30;0,009000;0.036000;VALID
21.10.2023 18:45;0,005000;0.020000;VALID
21.10.2023 19:00;0,001000;0.004000;VALID
21.10.2023 19:15;0,001000;0.004000;VALID
21.10.2023 19:30;0,001000;0.004000;VALID
21.10.2023 19:45;0,012000;0.048000;VALID
21.10.2023 20:00;0,002000;0.008000;VALID
21.10.2023 20:15;0,000000;0.000000;VALID
21.10.2023 20:30;0,001000;0.004000;VALID
21.10.2023 20:45;0,001000;0.004000;VALID
21.10.2023 21:00;0,002000;0.008000;VALID
21.10.2023 21:15;0,001000;0.004000;VALID
21.10.2023 21:30;0,002000;0.008000;VALID
21.10.2023 21:45;0,001000;0.004000;VALID
21.10.2023 22:00;0,001000;0.004000;VALID
21.10.2023 22:15;0,003000;0.012000;VALID
21.10.2023 22:30;0,001000;0.004000;VALID
21.10.2023 22:45;0,000000;0.000000;VALID
21.10.2023 23:00;0,001000;0.004000;VALID
21.10.2023 23:15;0,002000;0.008000;VALID
21.10.2023 23:30;0,001000;0.004000;VALID
21.10.2023 23:45;0,001000;0.004000;VALID
22.10.2023 00:00;0,000000;0.000000;VALID
22.10.2023 00:15;0,001000;0.004000;VALID
22.10.2023 00:30;0,001000;0.004000;VALID
22.10.2023 00:45;0,002000;0.008000;VALID
22.10.2023 01:00;0,000000;0.000000;VALID
22.10.2023 01:15;0,002000;0.008000;VALID
22.10.2023 01:30;0,001000;0.004000;VALID
22.10.2023 01:45;0,001000;0.004000;VALID
22.10.2023 02:00;0,000000;0.000000;VALID
22.10.2023 02:15;0,001000;0.004000;VALID
22.10.2023 02:30;0,001000;0.004000;VALID
22.10.2023 02:45;0,001000;0.004000;VALID
22.10.2023 03:00;0,002000;0.008000;VALID
22.10.2023 03:15;0,001000;0.004000;VALID
22.10.2023 03:30;0,001000;0.004000;VALID
22.10.2023 03:45;0,000000;0.000000;VALID
22.10.2023 04:00;0,001000;0.004000;VALID
22.10.2023 04:15;0,002000;0.008000;VALID
22.10.2023 04:30;0,001000;0.004000;VALID
22.10.2023 04:45;0,001000;0.004000;VALID
22.10.2023 05:00;0,001000;0.004000;VALID
22.10.2023 05:15;0,010000;0.040000;VALID
22.10.2023 05:30;0,012000;0.048000;VALID
22.10.2023 05:45;0,005000;0.020000;VALID
22.10.2023 06:00;0,000000;0.000000;VALID
22.10.2023 06:15;0,003000;0.012000;VALID
22.10.2023 06:30;0,012000;0.048000;VALID
22.10.2023 06:45;0,001000;0.004000;VALID
22.10.2023 07:00;0,000000;0.000000;VALID
22.10.2023 07:15;0,002000;0.008000;VALID
22.10.2023 07:30;0,010000;0.040000;VALID
22.10.2023 07:45;0,002000;0.008000;VALID
22.10.2023 08:00;0,001000;0.004000;VALID
22.10.2023 08:15;0,002000;0.008000;VALID
22.10.2023 08:30;0,008000;0.032000;VALID
22.10.2023 08:45;0,005000;0.020000;VALID
22.10.2023 09:00;0,001000;0.004000;VALID
22.10.2023 09:15;0,000000;0.000000;VALID
22.10.2023 09:30;0,003000;0.012000;VALID
22.10.2023 09:45;0,011000;0.044000;VALID
22.10.2023 10:00;0,000000;0.000000;VALID
22.10.2023 10:15;0,001000;0.004000;VALID
22.10.2023 10:30;0,001000;0.004000;VALID
22.10.2023 10:45;0,007000;0.028000;VALID
22.10.2023 11:00;0,001000;0.004000;VALID
22.10.2023 11:15;0,000000;0.000000;VALID
22.10.2023 11:30;0,000000;0.000000;VALID
22.10.2023 11:45;0,000000;0.000000;VALID
22.10.2023 12:00;0,000000;0.000000;VALID
22.10.2023 12:15;0,000000;0.000000;VALID
22.10.2023 12:30;0,000000;0.000000;VALID
22.10.2023 12:45;0,000000;0.000000;VALID
22.10.2023 13:00;0,000000;0.000000;VALID
22.10.2023 13:15;0,000000;0.000000;VALID
22.10.2023 13:30;0,000000;0.000000;VALID
22.10.2023 13:45;0,000000;0.000000;VALID
22.10.2023 14:00;0,000000;0.000000;VALID
22.10.2023 14:15;0,000000;0.000000;VALID
22.10.2023 14:30;0,000000;0.000000;VALID
22.10.2023 14:45;0,002000;0.008000;VALID
22.10.2023 15:00;0,000000;0.000000;VALID
22.10.2023 15:15;0,000000;0.000000;VALID
22.10.2023 15:30;0,000000;0.000000;VALID
22.10.2023 15:45;0,000000;0.000000;VALID
22.10.2023 16:00;0,000000;0.000000;VALID
22.10.2023 16:15;0,000000;0.000000;VALID
22.10.2023 16:30;0,000000;0.000000;VALID
22.10.2023 16:45;0,000000;0.000000;VALID
22.10.2023 17:00;0,000000;0.000000;VALID
22.10.2023 17:15;0,000000;0.000000;VALID
22.10.2023 17:30;0,000000;0.000000;VALID
22.10.2023 17:45;0,001000;0.004000;VALID
22.10.2023 18:00;0,005000;0.020000;VALID
22.10.2023 18:15;0,008000;0.032000;VALID
22.10.2023 18:30;0,000000;0.000000;VALID
22.10.2023 18:45;0,003000;0.012000;VALID
22.10.2023 19:00;0,002000;0.008000;VALID
22.10.2023 19:15;0,011000;0.044000;VALID
22.10.2023 19:30;0,001000;0.004000;VALID
22.10.2023 19:45;0,001000;0.004000;VALID
22.10.2023 20:00;0,002000;0.008000;VALID
22.10.2023 20:15;0,001000;0.004000;VALID
22.10.2023 20:30;0,002000;0.008000;VALID
22.10.2023 20:45;0,001000;0.004000;VALID
22.10.2023 21:00;0,000000;0.000000;VALID
22.10.2023 21:15;0,001000;0.004000;VALID
22.10.2023 21:30;0,001000;0.004000;VALID
22.10.2023 21:45;0,001000;0.004000;VALID
22.10.2023 22:00;0,002000;0.008000;VALID
22.10.2023 22:15;0,006000;0.024000;VALID
22.10.2023 22:30;0,001000;0.004000;VALID
22.10.2023 22:45;0,001000;0.004000;VALID
22.10.2023 23:00;0,001000;0.004000;VALID
22.10.2023 23:15;0,001000;0.004000;VALID
22.10.2023 23:30;0,001000;0.004000;VALID
22.10.2023 23:45;0,001000;0.004000;VALID
23.10.2023 00:00;0,001000;0.004000;VALID
23.10.2023 00:15;0,001000;0.004000;VALID
23.10.2023 00:30;0,001000;0.004000;VALID
23.10.2023 00:45;0,001000;0.004000;VALID
23.10.2023 01:00;0,001000;0.004000;VALID
23.10.2023 01:15;0,001000;0.004000;VALID
23.10.2023 01:30;0,001000;0.004000;VALID
23.10.2023 01:45;0,001000;0.004000;VALID
23.10.2023 02:00;0,001000;0.004000;VALID
23.10.2023 02:15;0,002000;0.008000;VALID
23.10.2023 02:30;0,001000;0.004000;VALID
23.10.2023 02:45;0,001000;0.004000;VALID
23.10.2023 03:00;0,001000;0.004000;VALID
23.10.2023 03:15;0,001000;0.004000;VALID
23.10.2023 03:30;0,001000;0.004000;VALID
23.10.2023 03:45;0,001000;0.004000;VALID
23.10.2023 04:00;0,001000;0.004000;VALID
23.10.2023 04:15;0,001000;0.004000;VALID
23.10.2023 04:30;0,000000;0.000000;VALID
23.10.2023 04:45;0,001000;0.004000;VALID
23.10.2023 05:00;0,003000;0.012000;VALID
23.10.2023 05:15;0,006000;0.024000;VALID
23.10.2023 05:30;0,012000;0.048000;VALID
23.10.2023 05:45;0,008000;0.032000;VALID
23.10.2023 06:00;0,017000;0.068000;VALID
23.10.2023 06:15;0,012000;0.048000;VALID
23.10.2023 06:30;0,012000;0.048000;VALID
23.10.2023 06:45;0,002000;0.008000;VALID
23.10.2023 07:00;0,002000;0.008000;VALID
23.10.2023 07:15;0,002000;0.008000;VALID
23.10.2023 07:30;0,011000;0.044000;VALID
23.10.2023 07:45;0,008000;0.032000;VALID
23.10.2023 08:00;0,002000;0.008000;VALID
23.10.2023 08:15;0,005000;0.020000;VALID
23.10.2023 08:30;0,010000;0.040000;VALID
23.10.2023 08:45;0,003000;0.012000;VALID
23.10.2023 09:00;0,001000;0.004000;VALID
23.10.2023 09:15;0,002000;0.008000;VALID
23.10.2023 09:30;0,006000;0.024000;VALID
23.10.2023 09:45;0,010000;0.040000;VALID
23.10.2023 10:00;0,009000;0.036000;VALID
23.10.2023 10:15;0,001000;0.004000;VALID
23.10.2023 10:30;0,003000;0.012000;VALID
23.10.2023 10:45;0,011000;0.044000;VALID
23.10.2023 11:00;0,001000;0.004000;VALID
23.10.2023 11:15;0,002000;0.008000;VALID
23.10.2023 11:30;0,002000;0.008000;VALID
23.10.2023 11:45;0,006000;0.024000;VALID
23.10.2023 12:00;0,009000;0.036000;VALID
23.10.2023 12:15;0,003000;0.012000;VALID
23.10.2023 12:30;0,002000;0.008000;VALID
23.10.2023 12:45;0,003000;0.012000;VALID
23.10.2023 13:00;0,005000;0.020000;VALID
23.10.2023 13:15;0,002000;0.008000;VALID
23.10.2023 13:30;0,001000;0.004000;VALID
23.10.2023 13:45;0,001000;0.004000;VALID
23.10.2023 14:00;0,002000;0.008000;VALID
23.10.2023 14:15;0,004000;0.016000;VALID
23.10.2023 14:30;0,003000;0.012000;VALID
23.10.2023 14:45;0,003000;0.012000;VALID
23.10.2023 15:00;0,001000;0.004000;VALID
23.10.2023 15:15;0,000000;0.000000;VALID
23.10.2023 15:30;0,000000;0.000000;VALID
23.10.2023 15:45;0,000000;0.000000;VALID
23.10.2023 16:00;0,000000;0.000000;VALID
23.10.2023 16:15;0,000000;0.000000;VALID
23.10.2023 16:30;0,001000;0.004000;VALID
23.10.2023 16:45;0,000000;0.000000;VALID
23.10.2023 17:00;0,000000;0.000000;VALID
23.10.2023 17:15;0,000000;0.000000;VALID
23.10.2023 17:30;0,004000;0.016000;VALID
23.10.2023 17:45;0,006000;0.024000;VALID
23.10.2023 18:00;0,001000;0.004000;VALID
23.10.2023 18:15;0,010000;0.040000;VALID
23.10.2023 18:30;0,004000;0.016000;VALID
23.10.2023 18:45;0,023000;0.092000;VALID
23.10.2023 19:00;0,005000;0.020000;VALID
23.10.2023 19:15;0,032000;0.128000;VALID
23.10.2023 19:30;0,051000;0.204000;VALID
23.10.2023 19:45;0,017000;0.068000;VALID
23.10.2023 20:00;0,001000;0.004000;VALID
23.10.2023 20:15;0,001000;0.004000;VALID
23.10.2023 20:30;0,002000;0.008000;VALID
23.10.2023 20:45;0,001000;0.004000;VALID
23.10.2023 21:00;0,001000;0.004000;VALID
23.10.2023 21:15;0,002000;0.008000;VALID
23.10.2023 21:30;0,001000;0.004000;VALID
23.10.2023 21:45;0,001000;0.004000;VALID
23.10.2023 22:00;0,002000;0.008000;VALID
23.10.2023 22:15;0,007000;0.028000;VALID
23.10.2023 22:30;0,000000;0.000000;VALID
23.10.2023 22:45;0,002000;0.008000;VALID
23.10.2023 23:00;0,001000;0.004000;VALID
23.10.2023 23:15;0,001000;0.004000;VALID
23.10.2023 23:30;0,001000;0.004000;VALID
23.10.2023 23:45;0,002000;0.008000;VALID
24.10.2023 00:00;0,000000;0.000000;VALID
24.10.2023 00:15;0,001000;0.004000;VALID
24.10.2023 00:30;0,001000;0.004000;VALID
24.10.2023 00:45;0,001000;0.004000;VALID
24.10.2023 01:00;0,001000;0.004000;VALID
24.10.2023 01:15;0,001000;0.004000;VALID
24.10.2023 01:30;0,001000;0.004000;VALID
24.10.2023 01:45;0,001000;0.004000;VALID
24.10.2023 02:00;0,001000;0.004000;VALID
24.10.2023 02:15;0,002000;0.008000;VALID
24.10.2023 02:30;0,001000;0.004000;VALID
24.10.2023 02:45;0,000000;0.000000;VALID
24.10.2023 03:00;0,001000;0.004000;VALID
24.10.2023 03:15;0,002000;0.008000;VALID
24.10.2023 03:30;0,001000;0.004000;VALID
24.10.2023 03:45;0,001000;0.004000;VALID
24.10.2023 04:00;0,001000;0.004000;VALID
24.10.2023 04:15;0,001000;0.004000;VALID
24.10.2023 04:30;0,000000;0.000000;VALID
24.10.2023 04:45;0,001000;0.004000;VALID
24.10.2023 05:00;0,003000;0.012000;VALID
24.10.2023 05:15;0,004000;0.016000;VALID
24.10.2023 05:30;0,013000;0.052000;VALID
24.10.2023 05:45;0,008000;0.032000;VALID
24.10.2023 06:00;0,005000;0.020000;VALID
24.10.2023 06:15;0,004000;0.016000;VALID
24.10.2023 06:30;0,013000;0.052000;VALID
24.10.2023 06:45;0,001000;0.004000;VALID
24.10.2023 07:00;0,001000;0.004000;VALID
24.10.2023 07:15;0,003000;0.012000;VALID
24.10.2023 07:30;0,012000;0.048000;VALID
24.10.2023 07:45;0,001000;0.004000;VALID
24.10.2023 08:00;0,005000;0.020000;VALID
24.10.2023 08:15;0,003000;0.012000;VALID
24.10.2023 08:30;0,012000;0.048000;VALID
24.10.2023 08:45;0,016000;0.064000;VALID
24.10.2023 09:00;0,013000;0.052000;VALID
24.10.2023 09:15;0,013000;0.052000;VALID
24.10.2023 09:30;0,015000;0.060000;VALID
24.10.2023 09:45;0,009000;0.036000;VALID
24.10.2023 10:00;0,004000;0.016000;VALID
24.10.2023 10:15;0,004000;0.016000;VALID
24.10.2023 10:30;0,007000;0.028000;VALID
24.10.2023 10:45;0,020000;0.080000;VALID
24.10.2023 11:00;0,001000;0.004000;VALID
24.10.2023 11:15;0,001000;0.004000;VALID
24.10.2023 11:30;0,002000;0.008000;VALID
24.10.2023 11:45;0,001000;0.004000;VALID
24.10.2023 12:00;0,021000;0.084000;VALID
24.10.2023 12:15;0,033000;0.132000;VALID
24.10.2023 12:30;0,002000;0.008000;VALID
24.10.2023 12:45;0,001000;0.004000;VALID
24.10.2023 13:00;0,001000;0.004000;VALID
24.10.2023 13:15;0,001000;0.004000;VALID
24.10.2023 13:30;0,004000;0.016000;VALID
24.10.2023 13:45;0,001000;0.004000;VALID
24.10.2023 14:00;0,002000;0.008000;VALID
24.10.2023 14:15;0,002000;0.008000;VALID
24.10.2023 14:30;0,002000;0.008000;VALID
24.10.2023 14:45;0,001000;0.004000;VALID
24.10.2023 15:00;0,002000;0.008000;VALID
24.10.2023 15:15;0,001000;0.004000;VALID
24.10.2023 15:30;0,001000;0.004000;VALID
24.10.2023 15:45;0,008000;0.032000;VALID
24.10.2023 16:00;0,013000;0.052000;VALID
24.10.2023 16:15;0,022000;0.088000;VALID
24.10.2023 16:30;0,051000;0.204000;VALID
24.10.2023 16:45;0,049000;0.196000;VALID
24.10.2023 17:00;0,066000;0.264000;VALID
24.10.2023 17:15;0,068000;0.272000;VALID
24.10.2023 17:30;0,139000;0.556000;VALID
24.10.2023 17:45;2,046000;8.184000;VALID
24.10.2023 18:00;2,689000;10.756000;VALID
24.10.2023 18:15;2,678000;10.712000;VALID
24.10.2023 18:30;2,670000;10.680000;VALID
24.10.2023 18:45;2,673000;10.692000;VALID
24.10.2023 19:00;0,157000;0.628000;VALID
24.10.2023 19:15;0,054000;0.216000;VALID
24.10.2023 19:30;0,069000;0.276000;VALID
24.10.2023 19:45;0,066000;0.264000;VALID
24.10.2023 20:00;0,090000;0.360000;VALID
24.10.2023 20:15;0,064000;0.256000;VALID
24.10.2023 20:30;0,065000;0.260000;VALID
24.10.2023 20:45;0,072000;0.288000;VALID
24.10.2023 21:00;0,107000;0.428000;VALID
24.10.2023 21:15;0,104000;0.416000;VALID
24.10.2023 21:30;0,041000;0.164000;VALID
24.10.2023 21:45;0,042000;0.168000;VALID
24.10.2023 22:00;0,054000;0.216000;VALID
24.10.2023 22:15;0,050000;0.200000;VALID
24.10.2023 22:30;0,045000;0.180000;VALID
24.10.2023 22:45;0,030000;0.120000;VALID
24.10.2023 23:00;0,044000;0.176000;VALID
24.10.2023 23:15;0,050000;0.200000;VALID
24.10.2023 23:30;0,047000;0.188000;VALID
24.10.2023 23:45;0,031000;0.124000;VALID
25.10.2023 00:00;0,018000;0.072000;VALID
25.10.2023 00:15;0,028000;0.112000;VALID
25.10.2023 00:30;0,028000;0.112000;VALID
25.10.2023 00:45;0,031000;0.124000;VALID
25.10.2023 01:00;0,028000;0.112000;VALID
25.10.2023 01:15;0,023000;0.092000;VALID
25.10.2023 01:30;0,044000;0.176000;VALID
25.10.2023 01:45;0,041000;0.164000;VALID
25.10.2023 02:00;0,041000;0.164000;VALID
25.10.2023 02:15;0,029000;0.116000;VALID
25.10.2023 02:30;0,022000;0.088000;VALID
25.10.2023 02:45;0,023000;0.092000;VALID
25.10.2023 03:00;0,024000;0.096000;VALID
25.10.2023 03:15;0,027000;0.108000;VALID
25.10.2023 03:30;0,030000;0.120000;VALID
25.10.2023 03:45;0,036000;0.144000;VALID
25.10.2023 04:00;0,032000;0.128000;VALID
25.10.2023 04:15;0,045000;0.180000;VALID
25.10.2023 04:30;0,033000;0.132000;VALID
25.10.2023 04:45;0,022000;0.088000;VALID
25.10.2023 05:00;0,038000;0.152000;VALID
25.10.2023 05:15;0,102000;0.408000;VALID
25.10.2023 05:30;0,054000;0.216000;VALID
25.10.2023 05:45;0,227000;0.908000;VALID
25.10.2023 06:00;0,082000;0.328000;VALID
25.10.2023 06:15;0,083000;0.332000;VALID
25.10.2023 06:30;0,123000;0.492000;VALID
25.10.2023 06:45;0,182000;0.728000;VALID
25.10.2023 07:00;0,081000;0.324000;VALID
25.10.2023 07:15;0,037000;0.148000;VALID
25.10.2023 07:30;0,052000;0.208000;VALID
25.10.2023 07:45;0,057000;0.228000;VALID
25.10.2023 08:00;0,041000;0.164000;VALID
25.10.2023 08:15;0,019000;0.076000;VALID
25.10.2023 08:30;0,009000;0.036000;VALID
25.10.2023 08:45;0,009000;0.036000;VALID
25.10.2023 09:00;0,001000;0.004000;VALID
25.10.2023 09:15;0,001000;0.004000;VALID
25.10.2023 09:30;0,001000;0.004000;VALID
